url	download_complete
www.ics.uci.edu/~akhavans/mySite/Welcome.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ffunny-story-about-googles-plans%2F	incomplete
wics.ics.uci.edu/letter-of-recommendation-workshop/8417122335_1e0f1ea227_c/feed	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/we-have-a-new-youtube-video	complete
wics.ics.uci.edu/event/riot-tour-2	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fjoin-us%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphysical-social-cyber-computing-systems%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-8%2F&format=xml	complete
ngs.ics.uci.edu?p=1388	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-9%2F&format=xml	complete
ngs.ics.uci.edu?p=1381	complete
ngs.ics.uci.edu/in-singapore/feed	incomplete
ngs.ics.uci.edu/extreme-stories-1	complete
www.ics.uci.edu/~wayne	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fentrepreneurship%2Fpast-companies%2F&format=xml	complete
ngs.ics.uci.edu/carrot-works-in-research/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finternet-cameras-and-politics%2F&format=xml	incomplete
wics.ics.uci.edu/event/wics-group-mock-interviews	incomplete
cml.ics.uci.edu/2017/06/singh-talk-oc-acm-chapter	complete
wics.ics.uci.edu/first-android-app-development-meeting?share=facebook	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgrand-challenge-for-ai%2F&format=xml	complete
www.ics.uci.edu/~perl/publication/sanitizer_sok	incomplete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fpapers%2F	complete
ngs.ics.uci.edu/binford-in-bangalore	complete
wics.ics.uci.edu/wics-fall-quarter-week-0-anteater-involvement-fair?share=google-plus-1	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2006%2F10%2F2006_baldichancellor%2F	incomplete
cml.ics.uci.edu/2006/03/2006_smythstern	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2013%2F08%2F2013_padhraicuai%2F	complete
sdcl.ics.uci.edu/research/past-projects/calico	incomplete
ngs.ics.uci.edu?p=1719	complete
wics.ics.uci.edu/fall-quarter-2016-week-4-mentorship-reveal	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2013%2F08%2F2013_pfbaldi%2F	complete
www.ics.uci.edu/%7Emagda/networksG.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fnagpur-trip-2007%2F&format=xml	complete
mailman.ics.uci.edu/pipermail/mlrg	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2Fpast-projects%2Fcrowd-development%2F	complete
ngs.ics.uci.edu/greece-vacation/feed	complete
wics.ics.uci.edu/week-3-wicsvgdc-workshop?share=twitter	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fback-and-in-the-middle-of-action%2F	complete
ngs.ics.uci.edu/tag/google-circles	complete
ngs.ics.uci.edu/maybe-this-time-speech-interfaces-are-really-oming/feed	complete
sdcl.ics.uci.edu?p=33	complete
ngs.ics.uci.edu/now-to-osteoarthritis-of-knees/feed	complete
ngs.ics.uci.edu/tag/photo-management	complete
ngs.ics.uci.edu/when-20/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-prosky-interactive-info-session%2F	complete
www.ics.uci.edu/~dchudova	complete
wics.ics.uci.edu/wics-fall-quarter-week-2-mentorship-mixer?share=twitter	complete
wics.ics.uci.edu/fall-quarter-2016-prosky-interactive-info-session	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-is-awarded-the-ncwit-student-seed-fund-2%2F&format=xml	incomplete
wics.ics.uci.edu/ics-banquet/feed	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fweek-5-facebook-women-panel%2F	incomplete
www.ics.uci.edu/~dillenco	complete
mcs.ics.uci.edu/wp-includes/wlwmanifest.xml	incomplete
www.ics.uci.edu/~zhaoxia	complete
wics.ics.uci.edu/wics-fall-quarter-week-0-anteater-involvement-fair?share=twitter	complete
www.ics.uci.edu/~mabbaspo	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffirst-annual-wics-games%2F&format=xml	complete
wics.ics.uci.edu/wp-content/wics/plugins/awesome-flickr-gallery-plugin/afg_img_rsz.php?src=https://farm4.static.flickr.com/3738/10204082226_4dbe9b4f7c.jpg&q=100&w=250	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2014%2F08%2Fcenter-member-michael-lee-uses-crowdsourcing-to-predict-world-cup-outcome%2F&format=xml	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvisual-time-machine%2F&format=xml	incomplete
ngs.ics.uci.edu/basic-research-in-singapore/feed	incomplete
www.ics.uci.edu/~swjun	complete
ngs.ics.uci.edu/objective-reality-1	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fimage-search-in-multiple-languages%2F&format=xml	incomplete
mswe.ics.uci.edu	complete
ngs.ics.uci.edu/rio-de-janeiro-brazil-experience	incomplete
wics.ics.uci.edu/wics-fall-quarter-week-7-msc-software-information-session?share=twitter	complete
emj.ics.uci.edu?p=93	incomplete
wics.ics.uci.edu?p=3573	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2F&format=xml	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Faspireit-2017%2F	incomplete
sdcl.ics.uci.edu/research/porchlight	incomplete
wics.ics.uci.edu?attachment_id=247	complete
cml.ics.uci.edu/2011/09/2011_wellingpami/feed	complete
ngs.ics.uci.edu?p=1407	complete
ngs.ics.uci.edu?p=1405	incomplete
ngs.ics.uci.edu?p=1402	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop%2Fattachment%2F010%2F	incomplete
ngs.ics.uci.edu?p=1400	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-7-msc-software-information-session%2F&format=xml	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fcv%2F	incomplete
ngs.ics.uci.edu/presentation-of-flickr-story-on-newscom/feed	incomplete
ngs.ics.uci.edu/next-instagram	complete
ngs.ics.uci.edu/video-will-bring-facebook-and-comcast-closer/feed	complete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth/feed	incomplete
wics.ics.uci.edu/wics-fall-quarter-week-6-amazon-info-session-and-tabling	incomplete
ngs.ics.uci.edu?p=374	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Felectronic-cultural-atlas-initiative-workshop%2F&format=xml	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2F&format=xml	complete
wics.ics.uci.edu/amazon-info-session	complete
www.ics.uci.edu/%7Emagda/cs620/introductionOG.html	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fentrepreneurship-and-processes%2F	complete
www.ics.uci.edu/~dnazip	complete
wics.ics.uci.edu/event/wics-games	complete
chenli.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fchenli.ics.uci.edu%2Fresearch%2F&format=xml	complete
ngs.ics.uci.edu/tag/subjective	complete
www.ics.uci.edu/%7Emagda/ics_x33/outlineG.html	complete
wics.ics.uci.edu/previous-officers/feed	complete
ngs.ics.uci.edu/searh-progress-in-ne-extraction	incomplete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fabout%2F	complete
www.ics.uci.edu/%7Emagda/netsys270.html	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/ToenailCodebook.txt	complete
www.ics.uci.edu/~ychen	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-mentorship-program%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fallergic-reaction%2F	complete
wics.ics.uci.edu/event/potential-wics-study-session?ical=1	complete
wics.ics.uci.edu/2017/10	complete
ngs.ics.uci.edu/video-search-presenting-results	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fpapers%2Fcognition-papers%2F&format=xml	incomplete
www.ics.uci.edu/~wscacchi	complete
ngs.ics.uci.edu/20-of-drugs-sold-in-india-fake/feed	complete
cml.ics.uci.edu/2015/09/fall-2015/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-is-awarded-the-trailblazer-award-from-ncwit-and-google-org%2F	complete
ngs.ics.uci.edu/computing3o	incomplete
ngs.ics.uci.edu/the-worst-part-of-a-vacation	complete
www.ics.uci.edu/%7Ebsajadi	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2006%2F05%2F2006_davidvandyk%2F	complete
wics.ics.uci.edu/food-and-fun-with-wics/feed	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?share=google-plus-1	complete
cloudberry.ics.uci.edu?p=191	complete
cloudberry.ics.uci.edu?p=193	complete
cloudberry.ics.uci.edu?p=195	complete
wics.ics.uci.edu/beginning-of-the-quarter-general-meeting?share=google-plus-1	incomplete
ngs.ics.uci.edu/us-innovation-slowing-down/feed	incomplete
wics.ics.uci.edu/wics-final-python-project-meeting?share=facebook	complete
wics.ics.uci.edu/event/week-2-google-career-panel?ical=1	incomplete
ngs.ics.uci.edu/tag/virtual-reality/feed	complete
ngs.ics.uci.edu/usa-has-become-general-motors	complete
wics.ics.uci.edu/grace-hopper-celebration-2013/feed	incomplete
emj.ics.uci.edu/talks/talks-computational-biology/feed	complete
wics.ics.uci.edu/cia-info-session-with-wics?share=twitter	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Flifelog-made-easy%2F&format=xml	complete
cml.ics.uci.edu/2009/04/2009_fellowships/feed	complete
ngs.ics.uci.edu/better-search-through-people/feed	incomplete
wics.ics.uci.edu/android-app-projects-winter-2014	complete
ngs.ics.uci.edu/words-the-bow	incomplete
wics.ics.uci.edu/aspireit-2017?share=twitter	complete
wics.ics.uci.edu/wics-fall-quarter-week-3-amazon-workshop?share=google-plus-1	complete
ngs.ics.uci.edu/tag/stories-from-big-data	complete
wics.ics.uci.edu?p=962	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-summer-session-workshop%2F&format=xml	complete
wics.ics.uci.edu/movie-night-and-boardgames-with-wics/feed	complete
ngs.ics.uci.edu/tag/ecperiential-computing/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphotos-then-and-now%2F&format=xml	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcontact-us%2Fstaff%2F&format=xml	complete
ngs.ics.uci.edu/pragyan-2010-at-nit-trichy/feed	incomplete
ngs.ics.uci.edu/better-search-through-people	complete
ngs.ics.uci.edu?p=1240	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-011%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fconsulting-versus-industry-pariveda-solutions%2F&format=xml	complete
www.ics.uci.edu/%7Emagda/ics_232P/scheduleP.html	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-first-general-meeting%2F&format=xml	complete
ngs.ics.uci.edu/visual-reflections	complete
www.ics.uci.edu/~iftekha/publication/an-empirical-study-of-design-degradation-how-software-projects-get-worse-over-time	incomplete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fresources%2Fblog%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-2-mentorship-mixer%2F	complete
cml.ics.uci.edu/2006/05/2006_davidvandyk/feed	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fpapers%2Fcomputational-field-geology%2F&format=xml	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftransformation-or-froth-visual-communication%2F	complete
wics.ics.uci.edu/aspireit-2018/feed	complete
ngs.ics.uci.edu/tag/oral-stories/feed	complete
wics.ics.uci.edu/event/week-3-resume-workshop	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fresearch%2F	complete
www.ics.uci.edu/~xzhu	complete
ngs.ics.uci.edu?p=1344	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DentalData.txt	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpattern-recognition%2F&format=xml	complete
mswe.ics.uci.edu/program/about-the-program	complete
ngs.ics.uci.edu/tag/computer-interfacecs/feed	complete
cml.ics.uci.edu/aiml/page/18	complete
cml.ics.uci.edu/aiml/page/19	complete
cml.ics.uci.edu/aiml/page/14	complete
cml.ics.uci.edu/aiml/page/15	complete
cml.ics.uci.edu/aiml/page/16	complete
cml.ics.uci.edu/aiml/page/17	complete
cml.ics.uci.edu/aiml/page/10	complete
www.ics.uci.edu/~perl/publication/dyn_diversity	complete
cml.ics.uci.edu/aiml/page/12	complete
cml.ics.uci.edu/aiml/page/13	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphoto-search%2F&format=xml	complete
wics.ics.uci.edu/hello-world	complete
cml.ics.uci.edu/comments/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcav-indexing%2F	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2013%2F08%2F2013_anima%2F&format=xml	complete
ngs.ics.uci.edu?p=406	complete
ngs.ics.uci.edu?p=405	complete
futurehealth.ics.uci.edu/resources	complete
ngs.ics.uci.edu/presentation-on-observation-systems	complete
ngs.ics.uci.edu?p=402	complete
ngs.ics.uci.edu?p=401	complete
ngs.ics.uci.edu?p=400	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fthanksgiving%2F&format=xml	complete
wics.ics.uci.edu/week-4-capgeminis-women-in-consulting-night-w-swe-icssc?share=google-plus-1	complete
ngs.ics.uci.edu?p=409	complete
ngs.ics.uci.edu?p=408	complete
cwicsocal18.ics.uci.edu?p=136	complete
cml.ics.uci.edu?p=82	complete
cml.ics.uci.edu?p=84	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fresearch%2Fresearch-papers%2Fcomputer-vision%2F&format=xml	complete
cml.ics.uci.edu/courses	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F08%2F2007_speakerseries0708%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fai-contextual-reasoning-learning%2F	complete
ngs.ics.uci.edu/presentations	complete
wics.ics.uci.edu/wics-spring-quarter-week-5-yoga-and-study-sessionice-cream?share=google-plus-1	complete
chenli.ics.uci.edu/feed	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?afg103_page_id=3	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?afg103_page_id=2	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?afg103_page_id=1	complete
www.ics.uci.edu/ugrad/degrees/degree_cse.php	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?afg103_page_id=4	complete
cwicsocal18.ics.uci.edu/xmlrpc.php?rsd	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fobjective-self-4-you-are-the-most-important%2F&format=xml	complete
wics.ics.uci.edu?p=147	complete
mcs.ics.uci.edu/contact-us/staff	complete
ngs.ics.uci.edu/knee-surgery/feed	complete
computableplant.ics.uci.edu/hierleap	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fsenseweb%2F&format=xml	complete
ngs.ics.uci.edu/emerging-art-of-storytelling/feed	complete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fparticipation%2F	complete
ngs.ics.uci.edu/tag/imaginary-story/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Famazon-info-session%2F&format=xml	complete
www.ics.uci.edu/~jpd	complete
wics.ics.uci.edu/wics-final-python-project-meeting	complete
ngs.ics.uci.edu/innertube-a-new-cbs-online-channel/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fknowledge-science%2F&format=xml	complete
wics.ics.uci.edu/wics-winter-quarter-week-3-vmware-info-session?share=twitter	complete
ngs.ics.uci.edu/author/ramesh/feed	complete
ngs.ics.uci.edu/tag/precision-health	complete
www.ics.uci.edu/~epaikari	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fknowledge-science-2%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop%2Fattachment%2F007%2F	complete
ngs.ics.uci.edu/photo-database/feed	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2/feed	complete
www.ics.uci.edu/%7Ewscacchi/Papers/Software_Process_Redesign	complete
mcs.ics.uci.edu/about/curriculum/2018-2019	complete
ngs.ics.uci.edu/intelligence-analysts/feed	complete
ngs.ics.uci.edu/video-communication-is-starting/feed	complete
ngs.ics.uci.edu/tag/mega-storiy/feed	complete
wics.ics.uci.edu/annual-mentorship-program-2013	complete
ngs.ics.uci.edu/going-back-to-usa	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftill-divorce-do-us-apart%2F	complete
ngs.ics.uci.edu/phone-as-identity	complete
ngs.ics.uci.edu/academia-and-visual-maps/feed	complete
ngs.ics.uci.edu/professionalsocial/interviews	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-5-mentorship-reveal%2F&format=xml	complete
ngs.ics.uci.edu/tag/photo-gallery	complete
ngs.ics.uci.edu/tag/browsing	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fobjective-reality-1%2F	complete
tutors.ics.uci.edu	complete
ngs.ics.uci.edu/tag/index-of-data/feed	complete
wics.ics.uci.edu/event/amazon-event	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fon-hiring-an-australian-to-become-an-indian%2F&format=xml	complete
cwicsocal18.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcwicsocal18.ics.uci.edu%2Fsponsors%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fproject-meeting-5%2F	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9WinBUGScodeFEV.odc	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fa9-and-local%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftechnology-and-auto-industry%2F	complete
wics.ics.uci.edu/week-5-facebook-women-panel?share=facebook	complete
www.ics.uci.edu/~schark/schark-ree.html	complete
wics.ics.uci.edu/wics-spring-quarter-week-2-intuit-react-workshop?afg76_page_id=1	complete
wics.ics.uci.edu/wics-spring-quarter-week-2-intuit-react-workshop?afg76_page_id=2	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgeeks-like-complexity%2F&format=xml	complete
ngs.ics.uci.edu/after-mandarin-it-is-hindi/feed	complete
sdcl.ics.uci.edu?p=15	complete
sdcl.ics.uci.edu?p=11	complete
wics.ics.uci.edu/studying-with-wics/feed	complete
www.ics.uci.edu/~pjsadows	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop%2Fattachment%2F012%2F	complete
sdcl.ics.uci.edu/wp-json	complete
ngs.ics.uci.edu/lifelesson-1-get-bad-news-as-soon-as-possible	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fmaybe-this-time-speech-interfaces-are-really-oming%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpartners%2Fcollaborators%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fto-brazil-thinking-computer-vision-in-developing-countries%2F&format=xml	complete
wics.ics.uci.edu/first-wics-meeting-of-winter-14?afg21_page_id=1	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2006%2F10%2F2006_baldichancellor%2F&format=xml	complete
wics.ics.uci.edu/first-wics-meeting-of-winter-14?afg21_page_id=2	complete
mcs.ics.uci.edu?p=822	complete
wics.ics.uci.edu/wics-fall-quarter-week-4-twitter-qa-and-info-session	complete
www.ics.uci.edu/~iypark	complete
ngs.ics.uci.edu/tag/photo-gallery/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-007%2F&format=xml	complete
wics.ics.uci.edu/fall-quarter-2016-week-3-wics-games/feed	complete
ngs.ics.uci.edu/great-opportunity-for-video-researchers	complete
www.ics.uci.edu/~kibler/javacourse/java.html	complete
ngs.ics.uci.edu?p=892	complete
ngs.ics.uci.edu?p=893	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fteaching%2F	complete
ngs.ics.uci.edu/taxonomy-and-folksonomy/feed	complete
www.ics.uci.edu/~marios	complete
ngs.ics.uci.edu/tag/photo-sharing/feed	complete
wics.ics.uci.edu/event/week-3-swe-industry-networking-night	complete
ngs.ics.uci.edu/empty-emotionalism	complete
cml.ics.uci.edu/2006/10/2006_microsoft/feed	complete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?share=google-plus-1	complete
ngs.ics.uci.edu?p=529	complete
mailman.ics.uci.edu/mailman/listinfo/mlrg	complete
ngs.ics.uci.edu?p=407	complete
ngs.ics.uci.edu/personal/education	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fattending-acm-multimedia-2007%2F&format=xml	complete
ngs.ics.uci.edu/web-video-and-cable	complete
www.ics.uci.edu/%7Ethornton/ics22/LabManual/SettingUpJava.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcnn-youtube-debates%2F&format=xml	complete
wics.ics.uci.edu/aspireit-2017	complete
www.ics.uci.edu/~gopi	complete
wics.ics.uci.edu/aspireit-2018	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgerman-memories%2F	complete
wics.ics.uci.edu/grace-hopper-celebration-2014?share=twitter	complete
cml.ics.uci.edu/2015/09/fall-2015	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Ft-shirt-design-contest%2F	complete
wics.ics.uci.edu?p=313	complete
wics.ics.uci.edu?p=311	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Findustry-support-for-academia%2F&format=xml	complete
www.ics.uci.edu/~stasio/winter06/Lectures/Lec7code/ComparableExample	incomplete
emj.ics.uci.edu/cv	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/FMDData.txt	complete
ngs.ics.uci.edu/becoming-impatient/feed	complete
wics.ics.uci.edu/spring-quarter-2017-week-3-blizzard-tour?share=google-plus-1	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpictureal-producing-home-videos%2F&format=xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-8-academic-planning-workshop%2F	complete
wics.ics.uci.edu/consulting-versus-industry-pariveda-solutions/feed	complete
ngs.ics.uci.edu/singapore-governement/feed	complete
cbcl.ics.uci.edu/doku.php/teaching/cs295w11/start	complete
ngs.ics.uci.edu/google-maps-and-latitude	complete
